config,round,measured_batches,measured_records,source_records,compute_B_blur_ms_per_record_mean,compute_H_flip_ms_per_record_mean,compute_J_jitter_ms_per_record_mean,compute_sum_ms_per_record_mean,compute_sum_ms_per_record_stdev,other_overhead_ms_per_record_mean,other_overhead_ms_per_record_stdev,elapsed_ms_per_record_mean,elapsed_ms_per_record_stdev,elapsed_ms_per_batch_mean,elapsed_ms_per_batch_stdev,elapsed_ms_per_batch_p50,elapsed_ms_per_batch_p90,compute_sum_ms_per_batch_mean,other_overhead_ms_per_batch_mean,identity_error_ms_per_batch_max,schema_source
L-U,1,218,872,4,9.392626568807339,0.0445940252293578,0.4376024850917431,9.87482307912844,7.846777932439716,0.3880011571100918,0.00888495782633319,10.262824236238533,7.848417762524981,41.05129694495413,31.393671050099925,19.948865,90.685953,39.49929231651376,1.5520046284403672,0.0,legacy_v1_recovered
R-F,1,218,872,4,11.12471053555046,0.10122867087155964,0.7494787706422018,11.97541797706422,8.82784364342028,5.731163829128441,0.8146296501192826,17.70658180619266,8.86174808804834,70.82632722477064,35.44699235219336,58.176023,121.261877,47.90167190825688,22.924655316513764,7.105427357601002e-15,legacy_v1_recovered
