model,plans,min_ratio,max_ratio,mape,rmse
M1,11,0.31932619138641644,1.6200903168473504,0.3774507664916431,0.46776405310930497
M2,11,0.3305211617044607,1.2833917837928817,0.4116876672047374,0.44539245494798996
M3,11,0.8728826696965185,1.806344842550389,0.19479823813096128,0.2998900410475981
M4,11,0.6977314686415337,1.0907105166542517,0.1358203158673006,0.17076355119677245
M5,11,0.7110479289767195,1.20238686854678,0.13481703758186317,0.15779201923535444
