optimizer	label	valid_baselines	valid_optimizer_runs	geomean_all_valid	geomean_common	common_workloads	total_setup
dp_cedar_optimizer	DP-Cedar	15	15	1.0	1.0	9	69.2924157728412
dj_optimizer	Data-Juicer	15	15	0.9649730857796254	0.8040408872182592	9	53.54491186393716
pecan_optimizer	Pecan	15	15	1.0637064477155944	1.0186968302795214	9	53.56937798502622
dp_optimizer	PICO	15	15	1.390876145164859	1.054188873920687	9	211.20373471386847
optimizer	Cedar	15	9	0.9676640186259243	0.9676640186259243	9	1997.8364615351602
