schema_version,position,pipe_id,tag,name,kind,scaling,source_record_index,input_bytes,snapshot_bytes,input_sha256,calls_per_repeat,repeats,rate_records_per_sec,rate_q1_records_per_sec,rate_q3_records_per_sec,latency_ns_per_record,throughput_mib_per_sec
1,5,14,normalize_punct,MapperPipe_PunctuationNormalizationMapper,mapper,per_data,1507,38576,15414,efbb400deb93aece2a2518afea39a4e4aac9e02cd090aaff852212440043c1e6,70,7,1424.2020638356257,1421.9200414763845,1424.411015792577,702147.5571428571,52.39488488628683
1,5,14,normalize_punct,MapperPipe_PunctuationNormalizationMapper,mapper,per_data,2958,51160,20417,c096a021707a6b9e7c62aa900d7a644d0110f068507ed4d312f002b0c495421e,54,7,1079.5868421155224,1079.0688946065582,1081.4327629959698,926280.2777777778,52.673018305425764
1,5,14,normalize_punct,MapperPipe_PunctuationNormalizationMapper,mapper,per_data,712,81744,32641,3f3f58a94e89ed9bb7cb7339aed8f2b0bb5a335a9e111dfb101ba4e4299e1a8d,36,7,716.7429765658893,716.0466918934712,717.042766808205,1395200.2777777778,55.875242115404184
1,5,14,normalize_punct,MapperPipe_PunctuationNormalizationMapper,mapper,per_data,1624,293136,117181,6ee0059b6d4e23c240e9aa85b38e8f8aeafbcaeb766059fb57eee9c3c9a58395,10,7,187.08863885531687,186.60582447628718,187.39288362612322,5345060.0,52.3018028635904
1,5,14,normalize_punct,MapperPipe_PunctuationNormalizationMapper,mapper,per_data,26,389536,155863,43f6c6d230c7b64ac4645039d64a7cb24b34ba308ea25cddbcb2fc2abbeed722,7,7,139.19929779919943,139.12171511596603,139.27790095777243,7183944.285714286,51.71121374846358
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,1505,1336,814,6f586b7b0849bff567614d2b139948c49f72a065fb75a72d083ef432c6e4fcc9,2048,7,54442.12518982637,54338.477772352344,55135.86051503179,18368.12939453125,69.3651955162125
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,789,1736,1226,154a9406d57d16f15b065015d5e88ea015cf93b38724e3d909c0a1205f3f1571,1268,7,30546.39919744877,30517.05127002522,30578.153059874883,32737.082807570976,50.57196522404772
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,573,3480,2970,49b427e18f94c055babf0a5e0d5639fdd5e4ce37d2fc95b78383127d111c945d,440,7,11046.757610939825,11021.770246921767,11053.851030244936,90524.3,36.661831365652645
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,1517,4504,3997,5e67634a0b0159257e8595da20c8e2dbb637250ac8aaa08e1fa68b6c37edf0b1,353,7,8008.012368000791,8003.273289048472,8010.422367105692,124874.93201133143,34.397208886600076
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,444,7112,6594,46eedba4caad3c4fa153d8e91593bc1e81c7417c6e87c472071497b9bbb885df,228,7,4745.240918795192,4742.566006852068,4746.726836346368,210737.45614035087,32.18474713751927
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,3991,13024,6401,956f5e927758ea60cb9a22797200312f5a3593316670f0bc4baed0b82677ada5,232,7,4896.215944734047,4880.346693218624,4900.592338370865,204239.35775862067,60.81420561238883
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,2467,22488,11101,6d6cdefc4c0a7d6df55e85179fc94194f6923cfa3f7c8d3d46e7082b349a25c4,129,7,2646.2984561864055,2636.956219695916,2648.28257595962,377886.3255813954,56.753120119781386
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,663,40712,20249,1876fb20735871cbb6435e30483cf73553678d0bd2a70c862dbee6e91026b8a5,73,7,1498.4161535993967,1497.7025001703187,1498.7493091906495,667371.3424657534,58.17748875173439
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,1289,55416,27360,bf1abf531c620ec584d3a7f9ae4fb1d4fdb2d3c381b9c723115236ad9c02b393,56,7,1119.2947323891217,1118.1210294883456,1121.266806782433,893419.732142857,59.15340126998478
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,4740,75360,30126,3876c4e1de731d6a8bff7ec94bc9a85508e3c1e96d5b12fe731ca68a7ff33a31,46,7,946.1990597537665,945.2565791254208,946.8326924291794,1056860.0652173914,68.0022822790564
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,1624,293160,117177,282537baebd9294262dc0492d650c3b07a31e32694970add98219d0f85a588b1,12,7,237.4181253702239,237.20424913359392,237.84978074304425,4211978.333333333,66.37716067651256
1,6,13,normalize_space,MapperPipe_WhitespaceNormalizationMapper,mapper,per_data,26,389560,155853,c99dc6af453d98563886092557808416c4b1264a01f4974435204dd7181bf598,9,7,178.85080488426445,178.66364249561587,178.88395102174633,5591252.444444445,66.44546465941816
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,1254,1256,733,c39db28b346d4b3f10aba9f5b1410081d388e4c431ad0ac3b3a70472f707ac27,2048,7,65988.20609031833,65856.24792611942,66037.35245514006,15154.22314453125,79.0416592115782
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,1276,1784,1263,12370935228a579a4212e31e833b7f6603788277e5428a2686cc279357c94d3c,1336,7,30881.15325759299,30822.78537805187,30900.197884972113,32382.21032934132,52.5398038974246
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,1269,3656,3141,f9434560b1336f6f4ac921a7bd21d827c22dd6676222728f20631d310d2daa37,446,7,10644.737425593643,10621.771629573243,10650.516877293734,93943.13452914798,37.11429598614727
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,4570,5096,4584,1180dbafa17bb813804f88066bc09662a5b746f647d53b1fefbf700a7030d904,339,7,7109.036791572164,7104.752691355889,7116.591339085226,140666.03244837758,34.549380769588225
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,1724,6728,6215,9b9c9f13fda8065228334cf927680281f25cb5e590809407a170bc1b87dd61d1,250,7,5175.09949128772,5173.139745864222,5175.969182953397,193232.99999999997,33.205098512061866
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,3347,13360,6538,5788a9af68431c0be5519f0bc7d79223d0aa8b0814ec0b0e2fc252d2f01086c5,248,7,4930.069057743533,4928.878613867629,4932.491476563963,202836.91532258064,62.8144479860817
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,2212,19480,12691,7953c4c7741e8316cec69e49548a488f36cc9116c0b7b0a579e990deb7de36a4,125,7,2514.7468780523996,2514.476291826362,2518.350274693589,397654.336,46.717900452099556
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,999,41520,17359,6d3a51e0b0ce930fbbf64a4ff315502c1fe6dbb7f28cb1b6587dbf0d349e635e,94,7,1876.8893187187282,1875.986792956236,1878.6115341890993,532796.4680851065,74.31835604972991
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,3103,50496,20151,5e494a33f034e542ca1bd193f312e2a538d44faf700323a5acb288a1dff465d2,78,7,1545.4589008387204,1542.4025925321625,1547.3982572416364,647057.0,74.42425981211855
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,4740,75360,30125,b0e2eb84e275958130a46602f7cb146fe3cfaab942f156c2674152f4e54fea98,52,7,1029.8426210350267,1028.6345059514979,1030.1905725444958,971022.1538461539,74.01365272636376
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,1624,293152,117176,d293fbc1a48d28e24d9fece5a8755907f4d3becdb8d318355c85adedbb667a72,14,7,263.4140302214917,263.2523473502499,263.55244536667135,3796304.9999999995,73.64306429623674
1,7,12,alphanumeric,FilterPipe_AlphanumericFilter,filter,per_data,26,389560,155848,24f19a6599bd6ca80d2c7303bc45d1e71c73502fae9e73a449b20185fdced858,10,7,198.95435559330826,198.7628122123022,199.01489618543835,5026278.5,73.91420246594349
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,2062,1248,660,cbbc5df907e29a403cfd02f8e924ab6e9c490f6cc1b864fabf82404ce7b46e09,2048,7,1250000.7629399188,1215134.4532635286,1319931.6457410525,799.99951171875,1487.7328416338146
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,2047,1696,1118,28374f69731d827a3e310ad4dd9b11a6bf2a7685ec1444dd3f8176e522cd4690,2048,7,929735.0890557287,922459.7235647149,940587.1509655432,1075.5751953125,1503.782950438038
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,2503,3760,3179,629f856f815b4647d6d76c94f216941e653c820fa6f3f81cebd89508e232c082,2048,7,427720.55228580924,423346.1515984462,428197.7603424585,2337.97509765625,1533.726955980914
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,200,4840,4258,40df0f81a162412ab835cc8c943a9212efceeaa6dd66cdb13335a4927fe99c63,2048,7,325821.6177552418,324984.53068372974,326600.2571368005,3069.1640624999995,1503.9221095422463
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,730,9392,8815,7a531f05faabcff06d06a298f6ba71eb2d9d1b60e8be93b28bdc7718d8318003,2048,7,171670.50997373808,171597.76851992644,171708.58823725942,5825.112304687501,1537.637166665409
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,1370,12432,6078,3fd391ca3847eddcfa7f35e01d0c2c2e756816d01343fb719052cae2eacd2900,2048,7,248225.99619467612,247810.81222566802,249081.41207808725,4028.5869140624995,2942.987045948232
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,2314,24568,12135,9e5816ea07bb4c93eabd269cffefbdb6d9f64168257335b01502a5476f9d6968,2048,7,134180.03908124674,134014.38628653833,134406.53208494483,7452.67333984375,3143.820953510351
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,2702,38816,12954,5498ec04938279f2758e8251067f1513e78016104a0f3dd7c5eec540e91a8b39,2048,7,86430.14994238342,86268.3477460839,86629.06781740833,11570.03662109375,3199.455928958468
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,211,80000,26695,a570fc828842f70bc85beafe83ffb9434cac8600b4ce5ce29bd7ee82fede731b,1298,7,33074.38569488482,33049.4243224518,33088.27868638505,30234.87750385208,2523.3753734500747
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,171,103640,34582,a0c244638c797c90cfc395414410024a4db799d6c548e8b9b16ac6e1d29e4821,1279,7,30892.630356513997,30844.069840338612,30940.10337205074,32370.179827990618,3053.390703343497
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,103,327544,109891,b38f7e70d51135bb3d6dced0b5260ae8bd8f68b89d776440dc2a19bf1beb7e79,386,7,8647.707754793842,8640.584729808492,8663.53482828263,115637.58031088085,2701.2870682107873
1,8,11,avg_line_len,FilterPipe_AverageLineLengthFilter,filter,per_data,26,467320,155872,1c55d3dcf567506373487bb81ea4221ec4bcd5c38db27f3f28beb3c314edcc7c,288,7,6046.634162088931,6040.06958771919,6048.7854867744445,165381.26388888888,2694.8099867128362
