config,rounds,elapsed_ms_per_record_mean,elapsed_ms_per_record_stdev,compute_ms_per_record_mean,compute_ms_per_record_stdev,other_overhead_ms_per_record_mean,other_overhead_ms_per_record_stdev
L-U,3,10.572135092319213,0.21212601151752108,10.123396399229781,0.212902194323739,0.448738693089431,0.0008218457165206318
L-F,3,10.473500056161745,0.0754629620483643,9.977309489088576,0.07778880087028307,0.4961905670731708,0.0023304544456486053
R-U,3,36.231656826059044,1.583594496645529,15.306171203252033,0.19298077779085837,20.925485622807017,1.4052847763996044
R-F,3,18.466850391206673,1.110434091519631,11.623510976251604,0.348058944068227,6.843339414955071,0.7650681817762072
