config,round,measured_batches,measured_records,source_records,compute_B_blur_ms_per_record_mean,compute_H_flip_ms_per_record_mean,compute_J_jitter_ms_per_record_mean,compute_sum_ms_per_record_mean,compute_sum_ms_per_record_stdev,other_overhead_ms_per_record_mean,other_overhead_ms_per_record_stdev,elapsed_ms_per_record_mean,elapsed_ms_per_record_stdev,elapsed_ms_per_batch_mean,elapsed_ms_per_batch_stdev,elapsed_ms_per_batch_p50,elapsed_ms_per_batch_p90,compute_sum_ms_per_batch_mean,other_overhead_ms_per_batch_mean,identity_error_ms_per_batch_max,schema_source
L-U,1,766,3064,4,9.679877831919061,0.04597090763707572,0.44399692003916447,10.1698456595953,8.061275276724482,0.3924232565274151,0.010334417183589347,10.562268916122715,8.063381729817921,42.24907566449086,32.253526919271685,32.694593,89.187327,40.6793826383812,1.5696930261096604,0.0,legacy_v1_recovered
L-F,1,766,3064,4,9.749208751305483,0.0640282865535248,0.4456782454308094,10.258915283289817,8.010277855980155,0.437006727154047,0.010868310534296557,10.695922010443864,8.011958744825089,42.783688041775456,32.047834979300355,33.420502,89.361626,41.035661133159266,1.748026908616188,0.0,legacy_v1_recovered
R-U,1,766,3064,4,14.216091051240207,0.12469018896866842,1.1837325499347258,15.524513790143603,9.583640767297886,16.320542666449086,2.274717971635181,31.84505645659269,9.95007551281305,127.38022582637076,39.8003020512522,121.686162,180.244185,62.09805516057441,65.28217066579634,1.4210854715202004e-14,legacy_v1_recovered
R-F,1,766,3064,4,10.916014901762402,0.08711700359007832,0.6200513374673629,11.623183242819843,8.308504682122672,5.865244826044386,1.989599043123038,17.48842806886423,8.735693345574738,69.95371227545692,34.94277338229895,63.01247,118.493096,46.49273297127937,23.460979304177545,7.105427357601002e-15,legacy_v1_recovered
