config,level,round,order_index,batch_id,source_records,elapsed_ms_per_batch,compute_sum_ms_per_batch,cpu_sum_ms_per_batch,other_overhead_ms_per_batch,elapsed_ms_per_record,compute_sum_ms_per_record,other_overhead_ms_per_record,compute_to_float_ms_per_batch,compute_to_float_ms_per_record,cpu_to_float_ms_per_batch,compute_crop_ms_per_batch,compute_crop_ms_per_record,cpu_crop_ms_per_batch,compute_flip_ms_per_batch,compute_flip_ms_per_record,cpu_flip_ms_per_batch
U,0,1,0,10,4,336.456198,24.402306000000003,24.541448000000003,312.05389199999996,84.1140495,6.100576500000001,78.01347299999999,2.553121,0.63828025,2.560046,19.717773,4.92944325,19.844402000000002,2.131412,0.532853,2.137
U,0,1,0,11,4,374.019302,24.869979,24.894844000000003,349.149323,93.5048255,6.21749475,87.28733075,2.770258,0.6925645,2.778778,19.489598,4.8723995,19.498534000000003,2.610123,0.65253075,2.6175319999999997
U,0,1,0,12,4,428.393069,24.975887,25.044918,403.417182,107.09826725,6.24397175,100.8542955,3.014048,0.753512,3.020158,19.807806,4.9519515,19.868845,2.154033,0.53850825,2.155915
U,0,1,0,13,4,289.673821,22.899649999999998,22.963888,266.77417099999997,72.41845525,5.724912499999999,66.69354274999999,2.213799,0.55344975,2.242145,18.883599,4.72089975,18.918,1.8022520000000002,0.45056300000000005,1.8037429999999999
U,0,1,0,14,4,408.9637,26.333511,26.365043,382.63018900000003,102.240925,6.58337775,95.65754725000001,2.913994,0.7284985,2.9322229999999996,21.539413000000003,5.384853250000001,21.549734,1.880104,0.470026,1.883086
U,0,1,0,15,4,645.886948,25.103933,26.080426999999997,620.783015,161.471737,6.27598325,155.19575375,4.048059,1.01201475,4.25173,18.942011,4.73550275,19.711167,2.113863,0.52846575,2.11753
U,0,1,0,16,4,298.529515,23.62533,23.798885999999996,274.904185,74.63237875,5.9063325,68.72604625,2.354066,0.5885165,2.359668,19.039964,4.759991,19.201515999999998,2.2313,0.557825,2.237702
U,0,1,0,17,4,403.542525,24.940844,25.056777,378.601681,100.88563125,6.235211,94.65042025,2.921032,0.730258,2.914041,19.720637999999997,4.930159499999999,19.848129,2.299174,0.5747935,2.294607
U,0,1,0,18,4,720.29767,27.513298,27.581093,692.7843720000001,180.0744175,6.8783245,173.19609300000002,4.4663189999999995,1.1165797499999999,4.475306,20.651904000000002,5.1629760000000005,20.687479,2.395075,0.59876875,2.418308
U,0,1,0,19,4,357.211579,25.229256000000003,25.275766,331.98232299999995,89.30289475,6.307314000000001,82.99558074999999,2.665419,0.66635475,2.6716059999999997,20.032061000000002,5.008015250000001,20.063109,2.531776,0.632944,2.541051
U,0,1,0,20,4,1136.856134,46.494575,46.580071000000004,1090.3615590000002,284.2140335,11.62364375,272.59038975000004,24.944062999999996,6.236015749999999,24.951941,19.55875,4.8896875,19.618351,1.991762,0.4979405,2.009779
U,0,1,0,21,4,330.980975,24.078545000000002,24.101277999999997,306.90243,82.74524375,6.0196362500000005,76.7256075,2.39777,0.5994425,2.4039010000000003,19.412095,4.85302375,19.421743999999997,2.26868,0.56717,2.275633
U,0,1,0,22,4,423.642205,25.862486999999998,25.946016,397.779718,105.91055125,6.4656217499999995,99.4449295,3.05557,0.7638925,3.093381,20.05389,5.0134725,20.091589,2.753027,0.68825675,2.761046
U,0,1,0,23,4,2008.101152,66.93518100000001,67.133339,1941.165971,502.025288,16.733795250000004,485.29149275,52.58580500000001,13.146451250000002,52.744629,10.965626,2.7414065,11.006149,3.38375,0.8459375,3.382561
U,0,1,0,24,4,322.843433,28.095518000000002,28.182614,294.747915,80.71085825,7.0238795000000005,73.68697875,1.9619630000000001,0.49049075000000003,1.9665590000000002,22.555194,5.6387985,22.626767,3.5783609999999997,0.8945902499999999,3.589288
U,0,1,0,25,4,447.057829,32.865009,33.053256999999995,414.19282000000004,111.76445725,8.21625225,103.54820500000001,3.936025,0.98400625,3.947487,25.373342,6.3433355,25.539882,3.5556419999999997,0.8889104999999999,3.565888
U,0,1,0,26,4,358.451605,25.275736,24.930275,333.175869,89.61290125,6.318934,83.29396725,2.67099,0.6677475,2.677085,20.209063999999998,5.0522659999999995,19.850520000000003,2.395682,0.5989205,2.40267
U,0,1,0,27,4,716.958865,29.432385999999997,29.489812,687.526479,179.23971625,7.358096499999999,171.88161975,4.699501,1.17487525,4.7074750000000005,22.462418,5.6156045,22.505959,2.270467,0.56761675,2.2763780000000002
U,0,1,0,28,4,427.599994,24.480168000000003,24.523777999999997,403.119826,106.8999985,6.120042000000001,100.7799565,3.134336,0.783584,3.142486,19.526651,4.88166275,19.558113,1.819181,0.45479525,1.823179
U,0,1,0,29,4,329.248346,24.368119,24.415363000000003,304.88022700000005,82.3120865,6.09202975,76.22005675000001,2.387448,0.596862,2.39543,19.376047,4.84401175,19.407902,2.6046240000000003,0.6511560000000001,2.6120310000000004
U,0,1,0,30,4,455.316185,24.943827,24.964272999999995,430.372358,113.82904625,6.23595675,107.5930895,3.2346250000000003,0.8086562500000001,3.241949,19.686282,4.9215705,19.695135999999998,2.02292,0.50573,2.027188
U,0,1,0,31,4,577.303349,25.750578,25.796742,551.552771,144.32583725,6.4376445,137.88819275,4.0081359999999995,1.0020339999999999,4.014588,19.823929,4.95598225,19.860428,1.9185129999999997,0.4796282499999999,1.921726
U,0,1,0,32,4,537.177876,26.164981,26.188257,511.01289499999996,134.294469,6.54124525,127.75322374999999,3.784279,0.94606975,3.792082,20.100499,5.02512475,20.1093,2.280203,0.57005075,2.286875
U,0,1,0,33,4,357.220848,24.431974999999998,24.489689,332.78887299999997,89.305212,6.1079937499999994,83.19721824999999,2.618297,0.65457425,2.6245089999999998,19.440284,4.860071,19.484685,2.3733940000000002,0.5933485000000001,2.380495
U,0,1,0,34,4,366.775273,24.375817,24.399169,342.39945600000004,91.69381825,6.09395425,85.59986400000001,2.736338,0.6840845,2.745599,19.29382,4.823455,19.302547,2.345659,0.58641475,2.351023
U,0,1,0,35,4,610.116425,28.424312999999998,28.434357,581.6921120000001,152.52910625,7.1060782499999995,145.42302800000002,4.291681,1.07292025,4.284609,21.5829,5.395725,21.592548999999998,2.5497319999999997,0.6374329999999999,2.557199
U,0,1,0,36,4,302.751201,23.932078,23.979293,278.819123,75.68780025,5.9830195,69.70478075,2.374303,0.59357575,2.380212,19.291818,4.8229545,19.326760999999998,2.2659569999999998,0.5664892499999999,2.27232
U,0,1,0,37,4,378.851659,24.808621,24.964083000000002,354.04303799999997,94.71291475,6.20215525,88.51075949999999,2.834728,0.708682,2.841437,19.258251,4.81456275,19.370488,2.715642,0.6789105,2.752158
U,0,1,0,38,4,310.41732,23.958663,23.982242,286.458657,77.60433,5.98966575,71.61466425,2.388528,0.597132,2.393998,18.994304,4.748576,19.004579,2.575831,0.64395775,2.583665
U,0,1,0,39,4,352.783076,24.226779,24.247407,328.556297,88.195769,6.05669475,82.13907425,2.657855,0.66446375,2.6652249999999995,19.408565,4.85214125,19.417277,2.160359,0.54008975,2.164905
U,0,1,0,40,4,353.257126,23.938053999999998,24.191991,329.319072,88.3142815,5.984513499999999,82.329768,2.684189,0.67104725,2.691137,18.899334999999997,4.724833749999999,19.140819,2.35453,0.5886325,2.360035
U,0,1,0,41,4,395.86809,26.268516999999996,26.282461,369.599573,98.9670225,6.567129249999999,92.39989325,2.8540790000000005,0.7135197500000001,2.8609299999999998,21.553202,5.3883005,21.562913,1.861236,0.465309,1.858618
U,0,1,0,42,4,419.018993,26.432350000000003,26.508883,392.58664300000004,104.75474825,6.608087500000001,98.14666075000001,3.204878,0.8012195,3.211949,20.613390000000003,5.153347500000001,20.674638,2.614082,0.6535205,2.6222959999999995
U,0,1,0,43,4,316.119426,23.566928,23.629757999999995,292.55249799999996,79.0298565,5.891732,73.13812449999999,2.411608,0.602902,2.418003,18.99767,4.7494175,19.05015,2.15765,0.5394125,2.1616049999999998
U,0,1,0,44,4,414.463797,24.803941000000002,25.41599,389.659856,103.61594925,6.2009852500000004,97.414964,3.0087330000000003,0.7521832500000001,3.035335,19.741264,4.935316,20.31043,2.053944,0.513486,2.070225
U,0,1,0,45,4,369.160014,23.947618000000002,24.048609,345.212396,92.2900035,5.9869045000000005,86.303099,2.803033,0.70075825,2.809613,19.170456,4.792614,19.261264,1.974129,0.49353225,1.977732
