config,level,round,order_index,batch_id,source_records,elapsed_ms_per_batch,compute_sum_ms_per_batch,cpu_sum_ms_per_batch,other_overhead_ms_per_batch,elapsed_ms_per_record,compute_sum_ms_per_record,other_overhead_ms_per_record,compute_A_ms_per_batch,compute_A_ms_per_record,cpu_A_ms_per_batch,compute_B_ms_per_batch,compute_B_ms_per_record,cpu_B_ms_per_batch,compute_C_ms_per_batch,compute_C_ms_per_record,cpu_C_ms_per_batch
U,1,1,0,58,4,120.816494,18.742309,18.796529,102.074185,30.2041235,4.68557725,25.51854625,6.254294,1.5635735,6.265538,6.16683,1.5417075,6.1983749999999995,6.321185,1.58029625,6.332616
U,1,1,0,59,4,202.959038,25.848537,25.986308,177.110501,50.7397595,6.46213425,44.27762525,6.375176999999999,1.5937942499999997,6.435539,6.334016999999999,1.5835042499999998,6.363996,13.139343,3.28483575,13.186773
U,1,1,0,60,4,218.221925,18.495528,18.528696,199.726397,54.55548125,4.623882,49.93159925,6.176645000000001,1.5441612500000002,6.1882660000000005,6.184663,1.54616575,6.195969,6.13422,1.533555,6.144461
U,1,1,0,61,4,232.153653,33.547077,33.580657,198.606576,58.03841325,8.38676925,49.651644,13.602731,3.40068275,13.615025000000001,6.294489,1.57362225,6.306139999999999,13.649857,3.41246425,13.659492
U,1,1,0,62,4,201.407706,28.419387,28.508524,172.988319,50.3519265,7.10484675,43.24707975,7.966719,1.99167975,7.976507,8.025821,2.00645525,8.036216,12.426847,3.10671175,12.495800999999998
U,1,1,0,63,4,202.366663,25.367452,25.40112,176.999211,50.59166575,6.341863,44.24980275,6.308417,1.57710425,6.320139,7.827809,1.95695225,7.838052,11.231226,2.8078065,11.242929
U,1,1,0,64,4,208.95788,23.500697000000002,23.843017000000003,185.457183,52.23947,5.875174250000001,46.36429575,7.759776,1.939944,7.771940000000001,7.720728,1.930182,8.029022000000001,8.020193,2.00504825,8.042055000000001
U,1,1,0,65,4,131.631715,23.675915,23.705567999999996,107.95580000000001,32.90792875,5.91897875,26.988950000000003,7.8997779999999995,1.9749444999999999,7.910469999999999,7.829293000000001,1.9573232500000002,7.837377999999999,7.946843999999999,1.9867109999999997,7.957719999999999
U,1,1,0,66,4,141.80879,33.710941,33.926884,108.097849,35.4521975,8.42773525,27.02446225,17.184379,4.29609475,17.365371999999997,7.87697,1.9692425,7.887702,8.649592,2.162398,8.67381
U,1,1,0,67,4,135.377723,29.165978,29.745293,106.21174500000001,33.84443075,7.2914945,26.552936250000002,7.860156,1.965039,7.869260000000001,7.679800999999999,1.9199502499999999,7.714498,13.626021,3.40650525,14.161535
U,1,1,0,68,4,154.030839,43.819233,43.834537999999995,110.21160599999999,38.50770975,10.95480825,27.552901499999997,13.31151,3.3278775,13.323656,13.114834,3.2787085,13.109653999999999,17.392889,4.34822225,17.401228
U,1,1,0,69,4,151.662199,38.501593,38.532846,113.16060599999999,37.91554975,9.62539825,28.290151499999997,17.461196,4.365299,17.471731,14.923684,3.730921,14.933102,6.116713000000001,1.5291782500000002,6.128013
U,1,1,0,70,4,137.328616,28.210334,28.241247,109.11828200000001,34.332154,7.0525835,27.279570500000002,13.599503,3.39987575,13.608706,8.534396000000001,2.1335990000000002,8.544920999999999,6.076435,1.51910875,6.087620000000001
U,1,1,0,71,4,127.769893,21.901443,22.394205,105.86845,31.94247325,5.47536075,26.4671125,9.699917,2.42497925,9.773881000000001,6.130673,1.53266825,6.538806,6.070853,1.51771325,6.081518
U,1,1,0,72,4,129.848857,22.490644,22.604993,107.358213,32.46221425,5.622661,26.83955325,6.359541,1.58988525,6.370134999999999,6.131606,1.5329015,6.142548999999999,9.999497,2.49987425,10.092309
U,1,1,0,73,4,135.508139,29.941866,30.024845,105.566273,33.87703475,7.4854665,26.39156825,7.986795000000001,1.9966987500000002,7.997371,7.829892000000001,1.9574730000000002,7.869286,14.125179,3.53129475,14.158187999999999
U,1,1,0,74,4,133.115541,28.498548999999997,29.522631999999998,104.61699200000001,33.27888525,7.124637249999999,26.154248000000003,6.211645,1.55291125,7.1978610000000005,6.130417,1.53260425,6.141045999999999,16.156487,4.03912175,16.183725
U,1,1,0,75,4,133.794459,28.6595,29.228004,105.13495899999998,33.44861475,7.164875,26.283739749999995,6.113266,1.5283165,6.123716,8.755345,2.18883625,8.765395000000002,13.790889,3.44772225,14.338892999999999
U,1,1,0,76,4,132.762992,23.26995,23.337594000000003,109.493042,33.190748,5.8174875,27.3732605,7.7197130000000005,1.9299282500000001,7.754851,7.840332,1.960083,7.850323,7.709904999999999,1.9274762499999998,7.73242
U,1,1,0,77,4,186.628115,32.68254,32.741168,153.94557500000002,46.65702875,8.170635,38.486393750000005,7.743718000000001,1.9359295000000003,7.7526019999999995,17.261703,4.31542575,17.28844,7.677118999999999,1.9192797499999998,7.700126
U,1,1,0,78,4,202.929481,32.18821,32.26224500000001,170.741271,50.73237025,8.0470525,42.68531775,7.666123000000001,1.9165307500000002,7.718740000000001,7.7112739999999995,1.9278184999999999,7.722071,16.810813,4.20270325,16.821434000000004
