config,rounds,elapsed_ms_per_record_mean,elapsed_ms_per_record_stdev,compute_ms_per_record_mean,compute_ms_per_record_stdev,other_overhead_ms_per_record_mean,other_overhead_ms_per_record_stdev
R-U,2,29.745295667500002,0.5459705666408416,14.892604665,0.43290509389025766,14.852691002499999,0.11306547275058272
R-F,2,15.375248279375,0.035000043534402954,10.46994189125,0.05509479938040871,4.905306388125,0.02009475584600701
