workload	optimizer	status	mean_execution_sec	sd_execution_sec	repeats	samples	speedup_vs_dp_cedar	speedup_sd	optimization_setup_sec	protocol	source
wikitext103_cache	dp_optimizer	success	61.10514593665721	8.350080813742098	3	100000	0.8961861954385171	0.1531385726700067	7.859842948964797	fixed W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/standard_core
wikitext103_cache	optimizer	success	56.19857123135201	6.3943085124245975	3	100000	0.9744302579019631	0.14928781864211077	7.84776083403267	fixed W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/standard_core
redpajama_code	dp_cedar_optimizer	success	553.5655472006669	2.095199045795557	3	20000	1.0	0.0	3.895732771998155	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
redpajama_code	dj_optimizer	success	459.74701886166196	1.036407090585295	3	20000	1.2040655501612614	0.005304376946657881	3.140462480005226	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
redpajama_code	pecan_optimizer	success	466.04599270166364	1.5373064111337236	3	20000	1.1877916683537033	0.005963429988618465	3.1257644339930266	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
redpajama_code	dp_optimizer	success	507.16798044833314	0.74172347636978	3	20000	1.0914836277939286	0.00442884714302889	20.914584012003615	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
redpajama_code	optimizer	success	551.9849941309998	2.758130663722841	3	20000	1.0028633986185718	0.006286369245779519	19.42561490900698	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_hackernews	dp_cedar_optimizer	success	1292.0863970946714	2.143826484435459	3	20000	1.0	0.0	4.574041888990905	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_hackernews	dj_optimizer	success	1308.2898613186553	6.215713366443661	3	20000	0.9876147750563075	0.004970081676914452	3.117243034997955	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_hackernews	pecan_optimizer	success	1303.5993279080042	6.052610095940053	3	20000	0.9911683516807204	0.004887010209416392	3.087750020000385	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_hackernews	dp_optimizer	success	467.7318519193407	1.4370849785759365	3	20000	2.762451160408654	0.009646024893721536	26.26414730399847	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_hackernews	optimizer	optimizer_timeout		0.0	0				300.0	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_pubmed_abstracts	dp_cedar_optimizer	success	303.68026134665706	0.46825700774480267	3	20000	1.0	0.0	6.226066965988139	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_pubmed_abstracts	dj_optimizer	success	304.49832570699317	1.171135500624652	3	20000	0.9973134027635893	0.004132559196514545	3.065467336011352	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_pubmed_abstracts	pecan_optimizer	success	304.4615715396649	0.989823252420774	3	20000	0.997433797017283	0.003588957753418229	3.072050252027111	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_pubmed_abstracts	dp_optimizer	success	201.51745070299754	0.3809615088284026	3	20000	1.506967561803023	0.0036763326060365712	26.0693060499907	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_pubmed_abstracts	optimizer	optimizer_timeout		0.0	0				300.0	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_uspto_backgrounds	dp_cedar_optimizer	success	916.6739054836798	7.416243591569622	3	20000	1.0	0.0	6.227119668998057	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_uspto_backgrounds	dj_optimizer	success	829.2515775853439	4.153244473311381	3	20000	1.105423167421516	0.010518299258565693	3.077500475978013	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_uspto_backgrounds	pecan_optimizer	success	890.2178617726507	3.254895034214414	3	20000	1.0297186170342036	0.00914206709083603	3.0795747869997285	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_uspto_backgrounds	dp_optimizer	success	338.41713131899206	0.5640004822477153	3	20000	2.7087101114264303	0.02237463566642242	26.26395659899572	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_uspto_backgrounds	optimizer	optimizer_timeout		0.0	0				300.0	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_europarl	dp_cedar_optimizer	success	3078.8975189783378	7.027527305481273	3	2500	1.0	0.0	6.112496682908386	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_europarl	dj_optimizer	success	1836.5129603586781	2.917278286194731	3	2500	1.6764910378726743	0.0046620367394245195	2.959886953001842	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_europarl	pecan_optimizer	success	2404.871716980939	4.564078394577783	3	2500	1.2802751586448722	0.003800400523752324	2.9625831389566883	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_europarl	dp_optimizer	success	1227.8185459069598	2.321354611157238	3	2500	2.507616071806466	0.007432117602203758	29.052542070974596	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
pile_europarl	optimizer	optimizer_timeout		0.0	0				300.0	candidate W=8; three round-robin repeats	evaluation/chapter6_experiments/formal_results/paper_optimizer_w8/data/data_pipeline_matrix.json
