level,T_U_ms_per_record,T_U_stdev,T_F_ms_per_record,T_F_stdev,retention_T_F_over_T_U,rho_corrected,rule_T_F,rule_error_pct,member_share_U,instrumented_T_U,instrumented_T_F,instrumented_retention,instrument_effect_U_pct,instrument_effect_F_pct
1,32.387719374305554,0.05903799268075105,14.532964295833333,0.37321987860994627,0.44871835919891606,0.3333333333333333,10.79590645810185,-25.71435366976656,0.0,37.274172613194445,16.026943845138888,0.42997450302801926,15.087364387767005,10.279936831152101
4,45.246191933333336,0.41253770425734365,20.848392175694446,0.9940831722916076,0.46077672583834,0.3333333333333333,15.082063977777779,-27.658383194840276,0.0,53.77252178333333,22.744712568055558,0.42298021022151927,18.844303764972896,9.095763243421176
16,71.21362904722223,0.7146007222478447,46.41845150416666,1.332565177302615,0.651819772776729,0.3333333333333333,23.737876349074075,-48.86111970593571,0.0,84.62543449375,45.982289880555555,0.5433625263566779,18.833200366230912,-0.939629844334542
64,170.5966106909722,17.065480604789425,163.51282553055555,31.28738595457798,0.958476401543237,0.3333333333333333,56.86553689699073,-65.22258317506457,0.0,187.99731895416664,170.58325233125,0.907370665072292,10.19991440200123,4.324080865065363
