plan,operators,measured_total_ms,proportional_total_ms,affine_total_ms,pico_total_ms,mape_proportional_all_pct,mape_affine_all_pct,mape_pico_all_pct,mape_proportional_nontiny_pct,mape_affine_nontiny_pct,mape_pico_nontiny_pct
declared,9,23.288268389287722,23.288268389287722,23.288268389287722,25.454285601290156,0.0,0.0,29.33235916650195,0.0,0.0,24.672785646888332
PICO,9,13.994287654208893,6.082026082017139,7.876231704928438,8.190465514579344,49.99066631855594,42.86414954726277,52.641029923883366,64.074646437699,53.384871280759256,64.8925010519194
Cedar,9,14.057309722797015,6.011645386154314,7.989394569427851,8.229154984004925,54.30244563669134,59.728380354854,58.35919732850315,62.313895534161674,70.45279761140567,77.02740644380789
old-dp,9,59.522567749502315,124.37579806679182,120.79200441889269,149.2259426827035,118.55680996646032,111.15479463176747,131.43243667908996,147.5252498530497,155.97782619176357,181.15447639514096
